items,hedge,keys,size,p
8,3.25,7,26,0.996479
9,3.111111,7,28,0.996479
10,3,7,30,0.996479
11,2.909091,7,32,0.996479
12,2.833333,7,34,0.996479
13,2.692308,7,35,0.996479
14,2.642857,7,37,0.996479
15,2.6,7,39,0.996479
16,2.5625,5,41,0.996479
17,2.470588,5,42,0.996479
18,2.444444,5,44,0.996479
19,2.368421,5,45,0.996479
20,2.3,5,46,0.996479
21,2.285714,5,48,0.996479
22,2.227273,5,48,0.996479
23,2.173913,5,50,0.996479
24,2.125,5,51,0.996479
25,2.16,5,54,0.996479
26,2.115385,5,55,0.996479
27,2.074074,5,56,0.996479
28,2.035714,5,57,0.996479
29,2,5,58,0.996479
30,2,5,60,0.996479
31,1.967742,5,61,0.996479
32,1.96875,5,63,0.996479
33,1.939394,5,64,0.996479
34,1.941176,5,66,0.996479
35,1.914286,5,67,0.996479
36,1.916667,5,69,0.996479
37,1.891892,5,70,0.996479
38,1.894737,5,72,0.996479
39,1.897436,5,74,0.996479
40,1.875,5,75,0.996479
41,1.853659,5,76,0.996479
42,1.857143,5,78,0.996479
43,1.837209,5,79,0.996479
44,1.840909,5,81,0.996479
45,1.844444,5,83,0.996479
46,1.826087,5,84,0.996479
47,1.829787,5,86,0.996479
48,1.8125,5,87,0.996479
49,1.816327,5,89,0.996479
1,11,7,11,0.996491
2,7,9,14,0.996491
3,5.666667,9,17,0.996491
4,4.75,7,19,0.996491
5,4.2,7,21,0.996491
6,3.833333,7,23,0.996491
7,3.571429,7,25,0.996491
8,3.25,7,26,0.996491
9,3.111111,7,28,0.996491
10,3,7,30,0.996491
11,2.909091,7,32,0.996491
12,2.75,7,33,0.996491
13,2.769231,7,36,0.996491
14,2.642857,7,37,0.996491
15,2.6,7,39,0.996491
16,2.5625,7,41,0.996491
17,2.411765,5,41,0.996491
18,2.388889,5,43,0.996491
19,2.421053,5,46,0.996491
20,2.3,5,46,0.996491
21,2.238095,5,47,0.996491
22,2.227273,5,48,0.996491
23,2.26087,5,51,0.996491
24,2.166667,5,52,0.996491
25,2.12,5,53,0.996491
26,2.115385,5,55,0.996491
27,2.037037,5,55,0.996491
28,2.035714,5,57,0.996491
29,2.068966,5,60,0.996491
30,1.966667,5,59,0.996491
31,2,5,62,0.996491
32,1.96875,5,63,0.996491
33,1.969697,5,65,0.996491
34,1.941176,5,66,0.996491
35,1.914286,5,67,0.996491
36,1.916667,5,69,0.996491
37,1.891892,5,70,0.996491
38,1.894737,5,72,0.996491
39,1.897436,5,74,0.996491
40,1.875,5,75,0.996491
41,1.853659,5,76,0.996491
42,1.857143,5,78,0.996491
43,1.860465,5,80,0.996491
44,1.840909,5,81,0.996491
45,1.822222,5,82,0.996491
46,1.826087,5,84,0.996491
47,1.829787,5,86,0.996491
48,1.8125,5,87,0.996491
49,1.816327,5,89,0.996491
1,11,9,11,0.996503
2,7,7,14,0.996503
3,5.666667,9,17,0.996503
4,4.75,7,19,0.996503
5,4.2,7,21,0.996503
6,3.833333,7,23,0.996503
7,3.571429,7,25,0.996503
8,3.375,7,27,0.996503
9,3,7,27,0.996503
10,3,7,30,0.996503
11,2.818182,7,31,0.996503
12,2.75,7,33,0.996503
13,2.692308,7,35,0.996503
14,2.714286,7,38,0.996503
15,2.6,7,39,0.996503
16,2.5625,5,41,0.996503
17,2.470588,5,42,0.996503
18,2.5,5,45,0.996503
19,2.473684,5,47,0.996503
20,2.4,5,48,0.996503
21,2.238095,5,47,0.996503
22,2.227273,5,48,0.996503
23,2.173913,5,50,0.996503
24,2.166667,5,52,0.996503
25,2.12,5,53,0.996503
26,2.076923,5,54,0.996503
27,2.037037,5,55,0.996503
28,2.035714,5,57,0.996503
29,2,5,58,0.996503
30,2,5,60,0.996503
31,2,5,62,0.996503
32,1.96875,5,63,0.996503
33,1.969697,5,65,0.996503
34,1.911765,5,65,0.996503
35,1.914286,5,67,0.996503
36,1.916667,5,69,0.996503
37,1.891892,5,70,0.996503
38,1.894737,5,72,0.996503
39,1.871795,5,73,0.996503
40,1.875,5,75,0.996503
41,1.853659,5,76,0.996503
42,1.857143,5,78,0.996503
43,1.860465,5,80,0.996503
44,1.840909,5,81,0.996503
45,1.822222,5,82,0.996503
46,1.826087,5,84,0.996503
47,1.808511,5,85,0.996503
48,1.8125,5,87,0.996503
49,1.816327,5,89,0.996503
1,11,9,11,0.996516
2,7.5,7,15,0.996516
3,5.666667,9,17,0.996516
4,4.75,9,19,0.996516
5,4.2,7,21,0.996516
6,3.833333,7,23,0.996516
7,3.428571,7,24,0.996516
8,3.25,7,26,0.996516
9,3.111111,7,28,0.996516
10,2.9,7,29,0.996516
11,2.909091,7,32,0.996516
12,2.75,7,33,0.996516
13,2.769231,7,36,0.996516
14,2.642857,7,37,0.996516
15,2.6,7,39,0.996516
16,2.5625,7,41,0.996516
17,2.529412,5,43,0.996516
18,2.388889,5,43,0.996516
19,2.368421,5,45,0.996516
20,2.3,5,46,0.996516
21,2.285714,5,48,0.996516
22,2.227273,5,48,0.996516
23,2.26087,5,51,0.996516
24,2.166667,5,52,0.996516
25,2.12,5,53,0.996516
26,2.076923,5,54,0.996516
27,2.074074,5,56,0.996516
28,2.035714,5,57,0.996516
29,2,5,58,0.996516
30,2,5,60,0.996516
31,1.967742,5,61,0.996516
32,1.96875,5,63,0.996516
33,1.969697,5,65,0.996516
34,1.941176,5,66,0.996516
35,1.942857,5,68,0.996516
36,1.916667,5,69,0.996516
37,1.891892,5,70,0.996516
38,1.894737,5,72,0.996516
39,1.897436,5,74,0.996516
40,1.875,5,75,0.996516
41,1.878049,5,77,0.996516
42,1.857143,5,78,0.996516
43,1.860465,5,80,0.996516
44,1.840909,5,81,0.996516
45,1.844444,5,83,0.996516
46,1.826087,5,84,0.996516
47,1.808511,5,85,0.996516
48,1.8125,5,87,0.996516
49,1.795918,5,88,0.996516
1,12,8,12,0.996528
2,7,7,14,0.996528
3,5.666667,9,17,0.996528
4,4.75,7,19,0.996528
5,4.2,9,21,0.996528
6,3.833333,7,23,0.996528
7,3.571429,7,25,0.996528
8,3.375,7,27,0.996528
9,3,7,27,0.996528
10,3,7,30,0.996528
11,2.909091,7,32,0.996528
12,2.833333,7,34,0.996528
13,2.692308,7,35,0.996528
14,2.642857,7,37,0.996528
15,2.6,7,39,0.996528
16,2.5625,5,41,0.996528
17,2.470588,7,42,0.996528
18,2.5,5,45,0.996528
19,2.421053,5,46,0.996528
20,2.3,5,46,0.996528
21,2.285714,5,48,0.996528
22,2.227273,5,48,0.996528
23,2.173913,5,50,0.996528
24,2.166667,5,52,0.996528
25,2.16,5,54,0.996528
26,2.115385,5,55,0.996528
27,2.037037,5,55,0.996528
28,2.035714,5,57,0.996528
29,2,5,58,0.996528
30,1.966667,5,59,0.996528
31,1.967742,5,61,0.996528
32,1.96875,5,63,0.996528
33,1.969697,5,65,0.996528
34,1.941176,5,66,0.996528
35,1.914286,5,67,0.996528
36,1.944444,5,70,0.996528
37,1.891892,5,70,0.996528
38,1.894737,5,72,0.996528
39,1.897436,5,74,0.996528
40,1.875,5,75,0.996528
41,1.878049,5,77,0.996528
42,1.857143,5,78,0.996528
43,1.837209,5,79,0.996528
44,1.840909,5,81,0.996528
45,1.822222,5,82,0.996528
46,1.826087,5,84,0.996528
47,1.808511,5,85,0.996528
48,1.8125,5,87,0.996528
49,1.816327,5,89,0.996528
1,11,9,11,0.99654
2,7.5,7,15,0.99654
3,5.666667,9,17,0.99654
4,4.75,9,19,0.99654
5,4.2,8,21,0.99654
6,3.833333,7,23,0.99654
7,3.571429,7,25,0.99654
8,3.25,7,26,0.99654
9,3.111111,7,28,0.99654
10,3,7,30,0.99654
11,2.909091,7,32,0.99654
12,2.833333,7,34,0.99654
13,2.692308,7,35,0.99654
14,2.642857,7,37,0.99654
15,2.6,7,39,0.99654
16,2.5625,7,41,0.99654
17,2.529412,5,43,0.99654
18,2.5,5,45,0.99654
19,2.421053,5,46,0.99654
20,2.3,5,46,0.99654
21,2.285714,5,48,0.99654
22,2.227273,5,48,0.99654
23,2.26087,5,51,0.99654
24,2.208333,5,53,0.99654
25,2.16,5,54,0.99654
26,2.115385,5,55,0.99654
27,2.037037,5,55,0.99654
28,2.071429,5,58,0.99654
29,2,5,58,0.99654
30,2,5,60,0.99654
31,1.967742,5,61,0.99654
32,1.96875,5,63,0.99654
33,1.939394,5,64,0.99654
34,1.941176,5,66,0.99654
35,1.942857,5,68,0.99654
36,1.916667,5,69,0.99654
37,1.918919,5,71,0.99654
38,1.894737,5,72,0.99654
39,1.897436,5,74,0.99654
40,1.85,5,74,0.99654
41,1.853659,5,76,0.99654
42,1.857143,5,78,0.99654
43,1.837209,5,79,0.99654
44,1.840909,5,81,0.99654
45,1.822222,5,82,0.99654
46,1.826087,5,84,0.99654
47,1.829787,5,86,0.99654
48,1.8125,5,87,0.99654
49,1.816327,5,89,0.99654
1,12,9,12,0.996552
2,7,9,14,0.996552
3,5.666667,9,17,0.996552
4,4.75,7,19,0.996552
5,4.2,7,21,0.996552
6,3.833333,7,23,0.996552
7,3.571429,7,25,0.996552
8,3.375,7,27,0.996552
9,3.111111,7,28,0.996552
10,3,7,30,0.996552
11,2.818182,7,31,0.996552
12,2.833333,7,34,0.996552
13,2.769231,7,36,0.996552
14,2.642857,7,37,0.996552
15,2.6,7,39,0.996552
16,2.5625,5,41,0.996552
17,2.529412,7,43,0.996552
18,2.5,5,45,0.996552
19,2.421053,5,46,0.996552
20,2.4,5,48,0.996552
21,2.285714,5,48,0.996552
22,2.227273,5,48,0.996552
23,2.173913,5,50,0.996552
24,2.125,5,51,0.996552
25,2.16,5,54,0.996552
26,2.115385,5,55,0.996552
27,2.074074,5,56,0.996552
28,2.035714,5,57,0.996552
29,2,5,58,0.996552
30,2.033333,5,61,0.996552
31,1.967742,5,61,0.996552
32,2,5,64,0.996552
33,1.969697,5,65,0.996552
34,1.941176,5,66,0.996552
35,1.942857,5,68,0.996552
36,1.916667,5,69,0.996552
37,1.918919,5,71,0.996552
38,1.868421,5,71,0.996552
39,1.897436,5,74,0.996552
40,1.875,5,75,0.996552
41,1.878049,5,77,0.996552
42,1.833333,5,77,0.996552
43,1.860465,5,80,0.996552
44,1.840909,5,81,0.996552
45,1.844444,5,83,0.996552
46,1.804348,5,83,0.996552
47,1.829787,5,86,0.996552
48,1.8125,5,87,0.996552
49,1.816327,5,89,0.996552
1,11,9,11,0.996564
2,7.5,7,15,0.996564
3,5.666667,9,17,0.996564
4,4.75,9,19,0.996564
5,4.2,7,21,0.996564
6,3.833333,9,23,0.996564
7,3.428571,7,24,0.996564
8,3.25,7,26,0.996564
9,3.111111,7,28,0.996564
10,3,7,30,0.996564
11,2.818182,7,31,0.996564
12,2.833333,7,34,0.996564
13,2.692308,7,35,0.996564
14,2.642857,7,37,0.996564
15,2.6,7,39,0.996564
16,2.5625,7,41,0.996564
17,2.529412,5,43,0.996564
18,2.5,5,45,0.996564
19,2.421053,5,46,0.996564
20,2.3,5,46,0.996564
21,2.285714,5,48,0.996564
22,2.227273,5,48,0.996564
23,2.26087,5,51,0.996564
24,2.208333,5,53,0.996564
25,2.16,5,54,0.996564
26,2.115385,5,55,0.996564
27,2.111111,5,57,0.996564
28,2.035714,5,57,0.996564
29,2,5,58,0.996564
30,2,5,60,0.996564
31,1.967742,5,61,0.996564
32,1.96875,5,63,0.996564
33,1.939394,5,64,0.996564
34,1.941176,5,66,0.996564
35,1.942857,5,68,0.996564
36,1.888889,5,68,0.996564
37,1.891892,5,70,0.996564
38,1.894737,5,72,0.996564
39,1.871795,5,73,0.996564
40,1.875,5,75,0.996564
41,1.853659,5,76,0.996564
42,1.857143,5,78,0.996564
43,1.860465,5,80,0.996564
44,1.863636,5,82,0.996564
45,1.844444,5,83,0.996564
46,1.826087,5,84,0.996564
47,1.808511,5,85,0.996564
48,1.833333,5,88,0.996564
49,1.816327,5,89,0.996564
1,11,11,11,0.996575
2,7,10,14,0.996575
3,5.666667,9,17,0.996575
4,4.75,9,19,0.996575
5,4.2,7,21,0.996575
6,3.833333,7,23,0.996575
7,3.571429,7,25,0.996575
8,3.25,7,26,0.996575
9,3.111111,7,28,0.996575
10,2.9,7,29,0.996575
11,2.909091,7,32,0.996575
12,2.75,7,33,0.996575
13,2.769231,5,36,0.996575
14,2.714286,7,38,0.996575
15,2.6,7,39,0.996575
16,2.5625,7,41,0.996575
17,2.529412,7,43,0.996575
18,2.5,5,45,0.996575
19,2.473684,5,47,0.996575
20,2.3,5,46,0.996575
21,2.285714,5,48,0.996575
22,2.227273,5,48,0.996575
23,2.26087,5,51,0.996575
24,2.166667,5,52,0.996575
25,2.08,5,52,0.996575
26,2.115385,5,55,0.996575
27,2.074074,5,56,0.996575
28,2.035714,5,57,0.996575
29,2,5,58,0.996575
30,2,5,60,0.996575
31,2,5,62,0.996575
32,1.96875,5,63,0.996575
33,1.939394,5,64,0.996575
34,1.941176,5,66,0.996575
35,1.942857,5,68,0.996575
36,1.916667,5,69,0.996575
37,1.918919,5,71,0.996575
38,1.894737,5,72,0.996575
39,1.897436,5,74,0.996575
40,1.875,5,75,0.996575
41,1.878049,5,77,0.996575
42,1.857143,5,78,0.996575
43,1.837209,5,79,0.996575
44,1.840909,5,81,0.996575
45,1.844444,5,83,0.996575
46,1.847826,5,85,0.996575
47,1.829787,5,86,0.996575
48,1.8125,5,87,0.996575
49,1.816327,5,89,0.996575
1,11,9,11,0.996587
2,7,9,14,0.996587
3,5.666667,9,17,0.996587
4,4.75,9,19,0.996587
5,4.2,8,21,0.996587
6,3.833333,7,23,0.996587
7,3.571429,7,25,0.996587
8,3.25,7,26,0.996587
9,3.111111,7,28,0.996587
10,3,7,30,0.996587
11,2.909091,7,32,0.996587
12,2.75,7,33,0.996587
13,2.769231,7,36,0.996587
14,2.642857,7,37,0.996587
15,2.666667,7,40,0.996587
16,2.625,5,42,0.996587
17,2.529412,5,43,0.996587
18,2.5,5,45,0.996587
19,2.473684,5,47,0.996587
20,2.4,5,48,0.996587
21,2.285714,5,48,0.996587
22,2.227273,5,48,0.996587
23,2.26087,5,51,0.996587
24,2.166667,5,52,0.996587
25,2.12,5,53,0.996587
26,2.115385,5,55,0.996587
27,2.074074,5,56,0.996587
28,2.035714,5,57,0.996587
29,2,5,58,0.996587
30,2,5,60,0.996587
31,1.967742,5,61,0.996587
32,1.96875,5,63,0.996587
33,1.969697,5,65,0.996587
34,1.941176,5,66,0.996587
35,1.942857,5,68,0.996587
36,1.916667,5,69,0.996587
37,1.891892,5,70,0.996587
38,1.894737,5,72,0.996587
39,1.897436,5,74,0.996587
40,1.875,5,75,0.996587
41,1.853659,5,76,0.996587
42,1.857143,5,78,0.996587
43,1.837209,5,79,0.996587
44,1.818182,5,80,0.996587
45,1.844444,5,83,0.996587
46,1.826087,5,84,0.996587
47,1.808511,5,85,0.996587
48,1.8125,5,87,0.996587
49,1.795918,5,88,0.996587
1,11,11,11,0.996599
2,7,9,14,0.996599
3,5.666667,9,17,0.996599
4,4.75,9,19,0.996599
5,4.2,7,21,0.996599
6,4,7,24,0.996599
7,3.571429,7,25,0.996599
8,3.375,7,27,0.996599
9,3.111111,7,28,0.996599
10,3,7,30,0.996599
11,2.909091,7,32,0.996599
12,2.833333,7,34,0.996599
13,2.692308,7,35,0.996599
14,2.642857,7,37,0.996599
15,2.6,7,39,0.996599
16,2.5625,6,41,0.996599
17,2.529412,5,43,0.996599
18,2.5,7,45,0.996599
19,2.421053,5,46,0.996599
20,2.3,5,46,0.996599
21,2.238095,5,47,0.996599
22,2.227273,5,48,0.996599
23,2.26087,5,51,0.996599
24,2.166667,5,52,0.996599
25,2.12,5,53,0.996599
26,2.076923,5,54,0.996599
27,2.037037,5,55,0.996599
28,2.035714,5,57,0.996599
29,2.068966,5,60,0.996599
30,2,5,60,0.996599
31,1.967742,5,61,0.996599
32,1.9375,5,62,0.996599
33,1.969697,5,65,0.996599
34,1.941176,5,66,0.996599
35,1.942857,5,68,0.996599
36,1.916667,5,69,0.996599
37,1.918919,5,71,0.996599
38,1.894737,5,72,0.996599
39,1.871795,5,73,0.996599
40,1.875,5,75,0.996599
41,1.853659,5,76,0.996599
42,1.857143,5,78,0.996599
43,1.837209,5,79,0.996599
44,1.840909,5,81,0.996599
45,1.844444,5,83,0.996599
46,1.826087,5,84,0.996599
47,1.829787,5,86,0.996599
48,1.833333,5,88,0.996599
49,1.816327,5,89,0.996599
1,11,9,11,0.99661
2,7,10,14,0.99661
3,5.666667,9,17,0.99661
4,4.75,9,19,0.99661
5,4.2,9,21,0.99661
6,3.833333,7,23,0.99661
7,3.571429,7,25,0.99661
8,3.25,7,26,0.99661
9,3.111111,7,28,0.99661
10,3,7,30,0.99661
11,2.909091,7,32,0.99661
12,2.75,7,33,0.99661
13,2.692308,7,35,0.99661
14,2.642857,7,37,0.99661
15,2.6,7,39,0.99661
16,2.5625,7,41,0.99661
17,2.529412,5,43,0.99661
18,2.5,7,45,0.99661
19,2.421053,5,46,0.99661
20,2.4,5,48,0.99661
21,2.238095,5,47,0.99661
22,2.318182,5,51,0.99661
23,2.173913,5,50,0.99661
24,2.166667,5,52,0.99661
25,2.12,5,53,0.99661
26,2.115385,5,55,0.99661
27,2.037037,5,55,0.99661
28,2.035714,5,57,0.99661
29,2,5,58,0.99661
30,2,5,60,0.99661
31,2,5,62,0.99661
32,1.96875,5,63,0.99661
33,1.969697,5,65,0.99661
34,1.941176,5,66,0.99661
35,1.914286,5,67,0.99661
36,1.916667,5,69,0.99661
37,1.891892,5,70,0.99661
38,1.894737,5,72,0.99661
39,1.897436,5,74,0.99661
40,1.875,5,75,0.99661
41,1.878049,5,77,0.99661
42,1.857143,5,78,0.99661
43,1.860465,5,80,0.99661
44,1.840909,5,81,0.99661
45,1.822222,5,82,0.99661
46,1.826087,5,84,0.99661
47,1.808511,5,85,0.99661
48,1.8125,5,87,0.99661
49,1.816327,5,89,0.99661
1,11,10,11,0.996622
2,7,9,14,0.996622
3,5.666667,9,17,0.996622
4,4.75,9,19,0.996622
5,4.2,9,21,0.996622
6,3.833333,7,23,0.996622
7,3.571429,7,25,0.996622
8,3.25,7,26,0.996622
9,3.111111,7,28,0.996622
10,3,7,30,0.996622
11,2.909091,7,32,0.996622
12,2.833333,7,34,0.996622
13,2.692308,7,35,0.996622
14,2.642857,7,37,0.996622
15,2.6,7,39,0.996622
16,2.5625,7,41,0.996622
17,2.411765,6,41,0.996622
18,2.5,5,45,0.996622
19,2.421053,5,46,0.996622
20,2.3,5,46,0.996622
21,2.285714,5,48,0.996622
22,2.227273,5,48,0.996622
23,2.173913,5,50,0.996622
24,2.208333,5,53,0.996622
25,2.12,5,53,0.996622
26,2.115385,5,55,0.996622
27,2.074074,5,56,0.996622
28,2.035714,5,57,0.996622
29,1.965517,5,57,0.996622
30,2,5,60,0.996622
31,2,5,62,0.996622
32,1.96875,5,63,0.996622
33,1.969697,5,65,0.996622
34,1.941176,5,66,0.996622
35,1.942857,5,68,0.996622
36,1.916667,5,69,0.996622
37,1.891892,5,70,0.996622
38,1.894737,5,72,0.996622
39,1.897436,5,74,0.996622
40,1.875,5,75,0.996622
41,1.878049,5,77,0.996622
42,1.857143,5,78,0.996622
43,1.860465,5,80,0.996622
44,1.840909,5,81,0.996622
45,1.844444,5,83,0.996622
46,1.826087,5,84,0.996622
47,1.829787,5,86,0.996622
48,1.8125,5,87,0.996622
49,1.816327,5,89,0.996622
1,11,12,11,0.996633
2,7,11,14,0.996633
3,5.666667,9,17,0.996633
4,4.75,8,19,0.996633
5,4.2,7,21,0.996633
6,3.833333,7,23,0.996633
7,3.571429,7,25,0.996633
8,3.375,7,27,0.996633
9,3.111111,7,28,0.996633
10,3,7,30,0.996633
11,2.909091,7,32,0.996633
12,2.833333,7,34,0.996633
13,2.769231,5,36,0.996633
14,2.714286,7,38,0.996633
15,2.6,7,39,0.996633
16,2.5625,7,41,0.996633
17,2.529412,7,43,0.996633
18,2.388889,5,43,0.996633
19,2.315789,5,44,0.996633
20,2.4,5,48,0.996633
21,2.285714,5,48,0.996633
22,2.227273,5,48,0.996633
23,2.26087,5,51,0.996633
24,2.166667,5,52,0.996633
25,2.12,5,53,0.996633
26,2.115385,5,55,0.996633
27,2.074074,5,56,0.996633
28,2.035714,5,57,0.996633
29,2,5,58,0.996633
30,2,5,60,0.996633
31,1.967742,5,61,0.996633
32,1.9375,5,62,0.996633
33,1.969697,5,65,0.996633
34,1.941176,5,66,0.996633
35,1.942857,5,68,0.996633
36,1.916667,5,69,0.996633
37,1.918919,5,71,0.996633
38,1.894737,5,72,0.996633
39,1.897436,5,74,0.996633
40,1.875,5,75,0.996633
41,1.853659,5,76,0.996633
42,1.857143,5,78,0.996633
43,1.860465,5,80,0.996633
44,1.840909,5,81,0.996633
45,1.844444,5,83,0.996633
46,1.826087,5,84,0.996633
47,1.829787,5,86,0.996633
48,1.833333,5,88,0.996633
49,1.816327,5,89,0.996633
1,12,9,12,0.996644
2,7,11,14,0.996644
3,5.666667,9,17,0.996644
4,4.75,9,19,0.996644
5,4.2,9,21,0.996644
6,3.833333,7,23,0.996644
7,3.571429,7,25,0.996644
8,3.375,7,27,0.996644
9,3.111111,7,28,0.996644
10,2.9,7,29,0.996644
11,2.909091,7,32,0.996644
12,2.833333,7,34,0.996644
13,2.769231,7,36,0.996644
14,2.642857,7,37,0.996644
15,2.6,7,39,0.996644
16,2.5625,7,41,0.996644
17,2.470588,5,42,0.996644
18,2.5,5,45,0.996644
19,2.368421,5,45,0.996644
20,2.3,5,46,0.996644
21,2.238095,5,47,0.996644
22,2.227273,5,48,0.996644
23,2.173913,5,50,0.996644
24,2.208333,5,53,0.996644
25,2.16,5,54,0.996644
26,2.076923,5,54,0.996644
27,2.074074,5,56,0.996644
28,2.071429,5,58,0.996644
29,2,5,58,0.996644
30,2,5,60,0.996644
31,1.967742,5,61,0.996644
32,1.96875,5,63,0.996644
33,1.969697,5,65,0.996644
34,1.941176,5,66,0.996644
35,1.942857,5,68,0.996644
36,1.944444,5,70,0.996644
37,1.891892,5,70,0.996644
38,1.894737,5,72,0.996644
39,1.897436,5,74,0.996644
40,1.875,5,75,0.996644
41,1.878049,5,77,0.996644
42,1.857143,5,78,0.996644
43,1.837209,5,79,0.996644
44,1.863636,5,82,0.996644
45,1.822222,5,82,0.996644
46,1.826087,5,84,0.996644
47,1.829787,5,86,0.996644
48,1.8125,5,87,0.996644
49,1.816327,5,89,0.996644
1,11,9,11,0.996656
2,7,10,14,0.996656
3,5.666667,9,17,0.996656
4,4.75,9,19,0.996656
5,4.2,7,21,0.996656
6,3.833333,9,23,0.996656
7,3.571429,7,25,0.996656
8,3.375,7,27,0.996656
9,3.111111,7,28,0.996656
10,3,7,30,0.996656
11,2.909091,7,32,0.996656
12,2.833333,7,34,0.996656
13,2.692308,7,35,0.996656
14,2.642857,7,37,0.996656
15,2.6,7,39,0.996656
16,2.5625,7,41,0.996656
17,2.529412,7,43,0.996656
18,2.5,6,45,0.996656
19,2.473684,5,47,0.996656
20,2.4,5,48,0.996656
21,2.285714,5,48,0.996656
22,2.227273,5,48,0.996656
23,2.26087,5,51,0.996656
24,2.166667,5,52,0.996656
25,2.12,5,53,0.996656
26,2.115385,5,55,0.996656
27,2.074074,5,56,0.996656
28,2.035714,5,57,0.996656
29,2,5,58,0.996656
30,2,5,60,0.996656
31,1.967742,5,61,0.996656
32,1.96875,5,63,0.996656
33,1.969697,5,65,0.996656
34,1.911765,5,65,0.996656
35,1.942857,5,68,0.996656
36,1.916667,5,69,0.996656
37,1.891892,5,70,0.996656
38,1.894737,5,72,0.996656
39,1.897436,5,74,0.996656
40,1.875,5,75,0.996656
41,1.878049,5,77,0.996656
42,1.857143,5,78,0.996656
43,1.837209,5,79,0.996656
44,1.863636,5,82,0.996656
45,1.844444,5,83,0.996656
46,1.826087,5,84,0.996656
47,1.829787,5,86,0.996656
48,1.8125,5,87,0.996656
49,1.816327,5,89,0.996656
1,11,11,11,0.996667
2,7.5,9,15,0.996667
3,5.666667,9,17,0.996667
4,4.75,9,19,0.996667
5,4.2,7,21,0.996667
6,3.833333,8,23,0.996667
7,3.571429,7,25,0.996667
8,3.25,7,26,0.996667
9,3.111111,7,28,0.996667
10,3,7,30,0.996667
11,2.818182,7,31,0.996667
12,2.833333,7,34,0.996667
13,2.692308,7,35,0.996667
14,2.714286,6,38,0.996667
15,2.6,7,39,0.996667
16,2.5625,7,41,0.996667
17,2.529412,6,43,0.996667
18,2.444444,5,44,0.996667
19,2.473684,5,47,0.996667
20,2.3,5,46,0.996667
21,2.238095,5,47,0.996667
22,2.227273,5,48,0.996667
23,2.26087,5,51,0.996667
24,2.125,5,51,0.996667
25,2.16,5,54,0.996667
26,2.076923,5,54,0.996667
27,2.074074,5,56,0.996667
28,2.071429,5,58,0.996667
29,2,5,58,0.996667
30,1.966667,5,59,0.996667
31,2,5,62,0.996667
32,1.96875,5,63,0.996667
33,1.969697,5,65,0.996667
34,1.941176,5,66,0.996667
35,1.914286,5,67,0.996667
36,1.916667,5,69,0.996667
37,1.918919,5,71,0.996667
38,1.894737,5,72,0.996667
39,1.897436,5,74,0.996667
40,1.875,5,75,0.996667
41,1.878049,5,77,0.996667
42,1.857143,5,78,0.996667
43,1.860465,5,80,0.996667
44,1.818182,5,80,0.996667
45,1.844444,5,83,0.996667
46,1.826087,5,84,0.996667
47,1.808511,5,85,0.996667
48,1.8125,5,87,0.996667
49,1.816327,5,89,0.996667
1,11,11,11,0.996678
2,7.5,9,15,0.996678
3,5.666667,9,17,0.996678
4,4.75,7,19,0.996678
5,4.2,7,21,0.996678
6,3.833333,7,23,0.996678
7,3.571429,7,25,0.996678
8,3.375,7,27,0.996678
9,3.111111,7,28,0.996678
10,3,7,30,0.996678
11,2.818182,7,31,0.996678
12,2.833333,7,34,0.996678
13,2.692308,7,35,0.996678
14,2.642857,7,37,0.996678
15,2.6,7,39,0.996678
16,2.625,7,42,0.996678
17,2.588235,5,44,0.996678
18,2.5,5,45,0.996678
19,2.421053,5,46,0.996678
20,2.3,5,46,0.996678
21,2.285714,5,48,0.996678
22,2.318182,5,51,0.996678
23,2.173913,5,50,0.996678
24,2.166667,5,52,0.996678
25,2.16,5,54,0.996678
26,2.115385,5,55,0.996678
27,2.111111,5,57,0.996678
28,2.071429,5,58,0.996678
29,2,5,58,0.996678
30,2.033333,5,61,0.996678
31,1.967742,5,61,0.996678
32,1.96875,5,63,0.996678
33,1.969697,5,65,0.996678
34,1.970588,5,67,0.996678
35,1.942857,5,68,0.996678
36,1.916667,5,69,0.996678
37,1.918919,5,71,0.996678
38,1.894737,5,72,0.996678
39,1.871795,5,73,0.996678
40,1.9,5,76,0.996678
41,1.853659,5,76,0.996678
42,1.857143,5,78,0.996678
43,1.837209,5,79,0.996678
44,1.818182,5,80,0.996678
45,1.844444,5,83,0.996678
46,1.826087,5,84,0.996678
47,1.808511,5,85,0.996678
48,1.8125,5,87,0.996678
49,1.816327,5,89,0.996678
1,12,9,12,0.996689
2,7,7,14,0.996689
3,5.666667,9,17,0.996689
4,4.75,9,19,0.996689
5,4.4,7,22,0.996689
6,3.833333,9,23,0.996689
7,3.571429,7,25,0.996689
8,3.25,7,26,0.996689
9,3.111111,7,28,0.996689
10,3,7,30,0.996689
11,2.909091,7,32,0.996689
12,2.75,7,33,0.996689
13,2.769231,7,36,0.996689
14,2.642857,7,37,0.996689
15,2.666667,5,40,0.996689
16,2.5625,7,41,0.996689
17,2.529412,7,43,0.996689
18,2.5,5,45,0.996689
19,2.421053,5,46,0.996689
20,2.3,5,46,0.996689
21,2.285714,5,48,0.996689
22,2.227273,5,48,0.996689
23,2.26087,5,51,0.996689
24,2.208333,5,53,0.996689
25,2.12,5,53,0.996689
